air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,wind_speed_10m,period_end,period
22,0.2,-50,0,0,0,0,51.3,10.5,0,0,0,0,24.6,0,47.4,862.8,0,0,1.9,2021-07-13T00:30:00+00:00,PT30M
22,0.2,-55,0,0,0,0,32.8,10.6,0,0,0,0,24.3,0,48.4,862.9,0,0,1.8,2021-07-13T01:00:00+00:00,PT30M
22,0.2,-60,0,0,0,0,21.3,10.9,0,0,0,0,24.3,0,49.5,863,0,0,1.6,2021-07-13T01:30:00+00:00,PT30M
22,0.2,-64,16,15,17,15,22.1,11.2,12,0,12,12,24.6,0,50.5,863.1,0,0,1.4,2021-07-13T02:00:00+00:00,PT30M
23,0.2,-68,52,151,74,47,42.4,11.1,43,0,43,42,24.9,0,47.5,863.2,0,0,1.2,2021-07-13T02:30:00+00:00,PT30M
25,0.2,-72,83,307,157,104,25,10.6,107,47,120,108,25.2,0,41.1,863.5,0,0,0.9,2021-07-13T03:00:00+00:00,PT30M
26,0.2,-76,109,427,252,191,10.9,10.1,143,244,226,187,25.5,0,36.5,863.6,0,0,0.7,2021-07-13T03:30:00+00:00,PT30M
27,0.2,-80,130,518,353,293,0.2,9.6,131,514,353,293,25.7,0,33.3,863.6,0,0,0.8,2021-07-13T04:00:00+00:00,PT30M
28,0.2,-84,147,589,455,401,0,9.2,147,589,455,401,25.7,0,30.9,863.7,0,0,0.9,2021-07-13T04:30:00+00:00,PT30M
29,0.2,-88,160,644,553,509,0,9,160,644,553,509,25.7,0,29.4,863.7,0,0,0.9,2021-07-13T05:00:00+00:00,PT30M
29,0.2,-93,171,686,645,612,0,9,171,686,645,612,25.7,0,28.5,863.7,0,0,1.1,2021-07-13T05:30:00+00:00,PT30M
30,0.2,-98,183,712,726,705,0,9.3,183,712,726,705,25.7,0,28.4,863.7,0,0,1.5,2021-07-13T06:00:00+00:00,PT30M
30,0.2,-104,198,725,796,786,0,9.6,198,725,796,786,25.8,0,28.4,863.6,0,0,1.9,2021-07-13T06:30:00+00:00,PT30M
30,0.2,-111,209,735,855,854,0,10,209,735,855,854,25.8,0,28.6,863.6,0,0,2.4,2021-07-13T07:00:00+00:00,PT30M
31,0.2,-121,217,744,902,908,0,9.8,217,744,902,908,25.9,0,27.5,863.5,0,0,2.7,2021-07-13T07:30:00+00:00,PT30M
32,0.2,-135,225,747,934,946,0,9.4,225,747,934,946,25.9,0,25.3,863.4,0,0,3,2021-07-13T08:00:00+00:00,PT30M
32,0.2,-157,232,744,952,967,0,9.1,232,744,952,967,25.9,0,24.2,863.2,0,0,3.2,2021-07-13T08:30:00+00:00,PT30M
32,0.2,175,231,749,958,974,0,9.1,231,749,958,974,25.9,0,24,863,0,0,3.4,2021-07-13T09:00:00+00:00,PT30M
33,0.2,149,220,762,953,968,0,8.8,220,762,953,968,25.3,0,23,862.7,0,0,3.5,2021-07-13T09:30:00+00:00,PT30M
33,0.2,130,213,764,933,944,0,8.2,213,764,933,944,24.2,0,21.3,862.2,0,0,3.6,2021-07-13T10:00:00+00:00,PT30M
34,0.2,117,210,754,894,899,0,7.9,210,754,894,899,23.6,0,20.3,861.9,0,0,3.7,2021-07-13T10:30:00+00:00,PT30M
34,0.2,108,205,737,841,838,0,7.8,205,737,841,838,23.6,0,19.8,861.8,0,0,3.7,2021-07-13T11:00:00+00:00,PT30M
34,0.2,102,199,715,776,762,0,7.3,199,715,776,762,23.5,0,18.9,861.6,0,0,3.7,2021-07-13T11:30:00+00:00,PT30M
35,0.2,96,189,690,700,675,0,6.4,189,690,700,675,23.3,0,17.6,861.3,0,0,3.7,2021-07-13T12:00:00+00:00,PT30M
35,0.2,91,176,660,615,579,0,5.6,176,660,615,579,23.2,0,16.3,861.1,0,0,3.7,2021-07-13T12:30:00+00:00,PT30M
35,0.2,87,162,618,522,475,0,4.7,162,618,522,475,23,0,15,861,0,0,3.7,2021-07-13T13:00:00+00:00,PT30M
35,0.2,83,146,561,422,366,0,4.4,146,561,422,366,23.1,0,14.8,860.9,0,0,3.6,2021-07-13T13:30:00+00:00,PT30M
35,0.2,79,127,482,320,259,0,4.6,127,482,320,259,23.2,0,15.5,860.6,0,0,3.6,2021-07-13T14:00:00+00:00,PT30M
34,0.2,75,104,373,218,160,0,4.6,104,373,218,160,23.6,0,15.9,860.6,0,0,3.4,2021-07-13T14:30:00+00:00,PT30M
34,0.2,71,76,231,124,81,2,4.5,78,209,122,84,24.2,0,15.8,860.6,0,0,3,2021-07-13T15:00:00+00:00,PT30M
34,0.2,67,41,74,50,37,17.9,4.2,41,1,41,40,24.8,0,15.8,860.7,0,0,2.6,2021-07-13T15:30:00+00:00,PT30M
33,0.2,63,6,1,6,6,20.6,4,6,0,6,5,25.3,0,15.8,861,0,0,2,2021-07-13T16:00:00+00:00,PT30M
33,0.2,58,0,0,0,0,53.3,4.3,0,0,0,0,25.9,0,17,861.2,0,0,1.7,2021-07-13T16:30:00+00:00,PT30M
31,0.2,54,0,0,0,0,64.5,5.3,0,0,0,0,26.4,0,19.6,861.4,0,0,1.7,2021-07-13T17:00:00+00:00,PT30M
30,0.2,48,0,0,0,0,83,5.9,0,0,0,0,26.7,0,21.4,861.7,0,0,1.8,2021-07-13T17:30:00+00:00,PT30M
30,0.2,43,0,0,0,0,58.1,6.1,0,0,0,0,26.9,0,22.3,861.9,0,0,2,2021-07-13T18:00:00+00:00,PT30M
29,0.2,37,0,0,0,0,38.4,6.4,0,0,0,0,27.1,0,23.4,862,0,0,1.9,2021-07-13T18:30:00+00:00,PT30M
29,0.2,30,0,0,0,0,43.8,6.8,0,0,0,0,27.2,0,24.9,862.2,0,0,1.5,2021-07-13T19:00:00+00:00,PT30M
28,0.2,23,0,0,0,0,46.8,7.4,0,0,0,0,27.2,0,27.1,862.3,0,0,1.1,2021-07-13T19:30:00+00:00,PT30M
27,0.2,15,0,0,0,0,48,8,0,0,0,0,27.2,0,30.4,862.4,0,0,0.7,2021-07-13T20:00:00+00:00,PT30M
26,0.2,7,0,0,0,0,63.3,8.5,0,0,0,0,27.2,0,32.8,862.4,0,0,0.3,2021-07-13T20:30:00+00:00,PT30M
26,0.2,-1,0,0,0,0,65.7,8.5,0,0,0,0,27.1,0,34,862.4,0,0,0.8,2021-07-13T21:00:00+00:00,PT30M
25,0.2,-10,0,0,0,0,64.9,8.8,0,0,0,0,26.9,0,35.7,862.4,0,0,1.3,2021-07-13T21:30:00+00:00,PT30M
25,0.2,-17,0,0,0,0,70.8,9.3,0,0,0,0,26.7,0,37.8,862.3,0,0,1.5,2021-07-13T22:00:00+00:00,PT30M
24,0.2,-25,0,0,0,0,48.4,9.7,0,0,0,0,26.5,0,39.6,862.3,0,0,1.7,2021-07-13T22:30:00+00:00,PT30M
24,0.2,-32,0,0,0,0,47.7,10,0,0,0,0,26.5,0,41.2,862.2,0,0,1.7,2021-07-13T23:00:00+00:00,PT30M
24,0.2,-39,0,0,0,0,55.1,10.3,0,0,0,0,26.5,0,42.4,862.2,0,0,1.7,2021-07-13T23:30:00+00:00,PT30M
24,0.2,-45,0,0,0,0,49.6,10.5,0,0,0,0,26.7,0,43.2,862.3,0,0,1.6,2021-07-14T00:00:00+00:00,PT30M
24,0.2,-50,0,0,0,0,35.3,10.7,0,0,0,0,26.8,0,44.1,862.3,0,0,1.4,2021-07-14T00:30:00+00:00,PT30M
23,0.2,-55,0,0,0,0,15.5,10.8,0,0,0,0,26.8,0,45.1,862.2,0,0,1.2,2021-07-14T01:00:00+00:00,PT30M
23,0.2,-60,0,0,0,0,10.4,10.9,0,0,0,0,26.7,0,45.8,862.3,0,0,1.1,2021-07-14T01:30:00+00:00,PT30M
23,0.2,-64,15,7,15,14,18.4,10.8,12,0,12,12,26.7,0,46.2,862.4,0,0,1,2021-07-14T02:00:00+00:00,PT30M
23,0.2,-69,53,103,68,49,29.8,10.9,48,0,48,46,26.5,0,46.1,862.6,0,0,1,2021-07-14T02:30:00+00:00,PT30M
23,0.2,-73,88,246,146,103,17.5,11,110,43,122,111,26.2,0,45.6,862.9,0,0,1,2021-07-14T03:00:00+00:00,PT30M
24,0.2,-76,117,369,241,187,11.3,10.9,149,192,215,183,25.9,0,44.5,863,0,0,1,2021-07-14T03:30:00+00:00,PT30M
24,0.2,-80,141,468,342,287,0.2,10.6,142,464,342,287,25.6,0,42.9,863,0,0,0.9,2021-07-14T04:00:00+00:00,PT30M
25,0.2,-84,160,546,445,394,0,10.4,160,546,445,394,25.3,0,39.5,863.1,0,0,0.9,2021-07-14T04:30:00+00:00,PT30M
27,0.2,-88,175,606,544,502,0,10,175,606,544,502,25,0,34.8,863.2,0,0,1,2021-07-14T05:00:00+00:00,PT30M
28,0.2,-93,187,652,636,605,0,9.9,187,652,636,605,24.6,0,32.3,863.2,0,0,1.2,2021-07-14T05:30:00+00:00,PT30M
28,0.2,-98,203,677,718,698,0,9.9,203,677,718,698,24.3,0,31.5,863.2,0,0,1.5,2021-07-14T06:00:00+00:00,PT30M
29,0.2,-104,222,685,786,777,0,9.8,222,685,786,777,24.1,0,30.7,863.1,0,0,1.9,2021-07-14T06:30:00+00:00,PT30M
29,0.2,-111,234,697,845,845,0,9.7,234,697,845,845,24,0,29.9,863,0,0,2.4,2021-07-14T07:00:00+00:00,PT30M
30,0.2,-121,239,713,894,901,0,9.3,239,713,894,901,23.8,0,28,862.9,0,0,2.8,2021-07-14T07:30:00+00:00,PT30M
31,0.2,-135,243,723,930,942,0,8.8,243,723,930,942,23.7,0,25.3,862.7,0,0,3.3,2021-07-14T08:00:00+00:00,PT30M
32,0.2,-157,245,730,950,966,0,8.4,245,730,950,966,23.5,0,23.6,862.5,0,0,3.6,2021-07-14T08:30:00+00:00,PT30M
32,0.2,175,235,749,961,978,0,8,235,749,961,978,23.2,0,22.8,862.2,0,0,3.8,2021-07-14T09:00:00+00:00,PT30M
32,0.2,149,211,781,962,978,0,7.6,211,781,962,978,22.7,0,21.6,861.9,0,0,4.1,2021-07-14T09:30:00+00:00,PT30M
33,0.2,130,197,794,944,957,0,6.9,197,794,944,957,21.8,0,20,861.6,0,0,4.2,2021-07-14T10:00:00+00:00,PT30M
33,0.2,118,192,787,906,913,0,6.5,192,787,906,913,21.2,0,19,861.3,0,0,4.3,2021-07-14T10:30:00+00:00,PT30M
33,0.2,109,188,773,854,852,0,6.2,188,773,854,852,20.9,0,18.5,861.1,0,0,4.3,2021-07-14T11:00:00+00:00,PT30M
34,0.2,102,182,752,788,776,0,5.8,182,752,788,776,20.7,0,17.8,860.9,0,0,4.2,2021-07-14T11:30:00+00:00,PT30M
34,0.2,96,176,723,711,686,0,5,176,723,711,686,20.5,0,16.7,860.7,0,0,4,2021-07-14T12:00:00+00:00,PT30M
34,0.2,91,169,683,623,587,0,4.4,169,683,623,587,20.5,0,15.8,860.6,0,0,3.8,2021-07-14T12:30:00+00:00,PT30M
34,0.2,87,159,632,527,480,0,3.6,159,632,527,480,20.5,0,14.8,860.5,0,0,3.5,2021-07-14T13:00:00+00:00,PT30M
34,0.2,83,146,567,425,369,0,3.7,146,567,425,369,20.4,0,15.1,860.5,0,0,3.3,2021-07-14T13:30:00+00:00,PT30M
33,0.2,79,128,485,321,261,0,4.6,128,485,321,261,20.3,0,16.7,860.5,0,0,3,2021-07-14T14:00:00+00:00,PT30M
33,0.2,75,105,378,219,162,0,4.7,105,378,219,162,20.2,0,17.2,860.5,0,0,2.7,2021-07-14T14:30:00+00:00,PT30M
33,0.2,71,76,236,125,82,0,4.2,76,236,125,82,20.1,0,16.6,860.5,0,0,2.4,2021-07-14T15:00:00+00:00,PT30M
33,0.2,67,41,74,50,37,5.6,3.9,40,66,48,37,20.3,0,16.4,860.5,0,0,1.9,2021-07-14T15:30:00+00:00,PT30M
32,0.2,63,6,1,6,6,51.5,3.8,3,0,3,3,20.7,0,16.5,860.5,0,0,1.4,2021-07-14T16:00:00+00:00,PT30M
32,0.2,59,0,0,0,0,62.1,4.2,0,0,0,0,21.2,0,17.8,860.6,0,0,1.2,2021-07-14T16:30:00+00:00,PT30M
30,0.2,54,0,0,0,0,77.5,5,0,0,0,0,21.8,0,20.4,860.8,0,0,1.3,2021-07-14T17:00:00+00:00,PT30M
29,0.2,48,0,0,0,0,78.9,5.5,0,0,0,0,22.3,0,22.2,861,0,0,1.4,2021-07-14T17:30:00+00:00,PT30M
29,0.2,43,0,0,0,0,76.3,5.6,0,0,0,0,22.8,0,22.8,861.2,0,0,1.4,2021-07-14T18:00:00+00:00,PT30M
29,0.2,37,0,0,0,0,61.8,5.6,0,0,0,0,23.3,0,23.3,861.4,0,0,1.3,2021-07-14T18:30:00+00:00,PT30M
28,0.2,30,0,0,0,0,34.7,5.5,0,0,0,0,23.6,0,23.5,861.6,0,0,1.1,2021-07-14T19:00:00+00:00,PT30M
28,0.2,23,0,0,0,0,37.3,5.6,0,0,0,0,23.9,0,24.7,861.7,0,0,0.7,2021-07-14T19:30:00+00:00,PT30M
26,0.2,15,0,0,0,0,36.8,5.9,0,0,0,0,24,0,27,861.7,0,0,0.2,2021-07-14T20:00:00+00:00,PT30M
26,0.2,7,0,0,0,0,35.8,6.4,0,0,0,0,24.1,0,29.4,861.7,0,0,0.7,2021-07-14T20:30:00+00:00,PT30M
25,0.2,-1,0,0,0,0,39.5,7.2,0,0,0,0,24,0,32,861.8,0,0,1.3,2021-07-14T21:00:00+00:00,PT30M
24,0.2,-9,0,0,0,0,44,7.6,0,0,0,0,24.2,0,34.8,861.8,0,0,1.7,2021-07-14T21:30:00+00:00,PT30M
23,0.2,-17,0,0,0,0,33.9,7.9,0,0,0,0,24.4,0,37.8,861.7,0,0,1.8,2021-07-14T22:00:00+00:00,PT30M
22,0.2,-25,0,0,0,0,34.9,8.2,0,0,0,0,24.6,0,40.4,861.7,0,0,1.9,2021-07-14T22:30:00+00:00,PT30M
22,0.2,-32,0,0,0,0,35.5,8.8,0,0,0,0,24.6,0,42.6,861.6,0,0,2,2021-07-14T23:00:00+00:00,PT30M
22,0.2,-39,0,0,0,0,33.4,9.1,0,0,0,0,24.5,0,44.5,861.6,0,0,1.9,2021-07-14T23:30:00+00:00,PT30M
22,0.2,-45,0,0,0,0,33,9.4,0,0,0,0,24.4,0,46.1,861.7,0,0,1.9,2021-07-15T00:00:00+00:00,PT30M
21,0.2,-50,0,0,0,0,32.1,9.6,0,0,0,0,24.4,0,47,861.8,0,0,1.8,2021-07-15T00:30:00+00:00,PT30M
22,0.2,-55,0,0,0,0,25.2,9.7,0,0,0,0,24.4,0,47.2,861.9,0,0,1.8,2021-07-15T01:00:00+00:00,PT30M
21,0.2,-60,0,0,0,0,19.7,9.8,0,0,0,0,24.6,0,47.9,862.1,0,0,1.8,2021-07-15T01:30:00+00:00,PT30M
21,0.2,-64,14,4,14,13,28.9,9.8,9,0,9,8,24.7,0,49,862.3,0,0,1.8,2021-07-15T02:00:00+00:00,PT30M
21,0.2,-69,53,86,65,49,52.5,9.7,34,0,34,33,24.9,0,48.4,862.5,0,0,1.8,2021-07-15T02:30:00+00:00,PT30M
22,0.2,-73,89,222,142,102,26.7,9.6,104,0,104,100,25.2,0,45.9,862.8,0,0,1.8,2021-07-15T03:00:00+00:00,PT30M
22,0.2,-77,120,346,235,184,32.7,9.4,159,0,159,154,25.3,0,43.8,863,0,0,1.7,2021-07-15T03:30:00+00:00,PT30M
23,0.2,-80,146,443,336,283,19.7,9.3,218,118,271,251,25.4,0,42.2,863.1,0,0,1.5,2021-07-15T04:00:00+00:00,PT30M
24,0.2,-84,167,519,437,389,10.8,9,229,310,390,356,25.3,0,39,863.2,0,0,1.2,2021-07-15T04:30:00+00:00,PT30M
25,0.2,-89,184,579,536,495,9.2,8.5,251,388,487,455,25.2,0,34.6,863.2,0,0,1.1,2021-07-15T05:00:00+00:00,PT30M
26,0.2,-93,198,626,628,598,11.7,8.3,297,377,553,529,25,0,32.1,863.2,0,0,1.1,2021-07-15T05:30:00+00:00,PT30M
27,0.2,-98,209,662,712,693,21.5,8.2,400,209,559,543,24.6,0,31.1,863.2,0,0,1.3,2021-07-15T06:00:00+00:00,PT30M
27,0.2,-104,219,688,786,777,5.3,8,277,566,745,736,24.3,0,30.2,863.1,0,0,1.7,2021-07-15T06:30:00+00:00,PT30M
27,0.2,-111,227,709,848,848,0,8,227,709,848,848,24,0,29.4,863.1,0,0,2,2021-07-15T07:00:00+00:00,PT30M
28,0.2,-121,232,725,898,906,0,7.8,232,725,898,906,23.8,0.1,27.6,863,0,0,2.4,2021-07-15T07:30:00+00:00,PT30M
30,0.2,-136,235,736,933,947,0,7.5,235,736,933,947,23.6,0.1,25.1,862.9,0,0,2.7,2021-07-15T08:00:00+00:00,PT30M
30,0.2,-157,237,742,954,971,0,7.4,237,742,954,971,23.4,0,23.7,862.7,0,0,3,2021-07-15T08:30:00+00:00,PT30M
31,0.2,176,232,753,962,980,0,7.4,232,753,962,980,23.3,0,23.5,862.4,0,0,3.1,2021-07-15T09:00:00+00:00,PT30M
31,0.2,150,219,769,958,975,0,7.4,219,769,958,975,22.8,0,23.4,862.2,0,0,3.3,2021-07-15T09:30:00+00:00,PT30M
31,0.2,131,212,772,937,950,11.9,7.3,367,487,826,830,22,0,23.5,862,0,0,3.5,2021-07-15T10:00:00+00:00,PT30M
31,0.2,118,211,757,898,904,4.2,7.2,268,654,860,864,21.5,0,23.2,861.8,0,0,3.5,2021-07-15T10:30:00+00:00,PT30M
31,0.2,109,208,739,844,842,21.9,7,423,273,661,651,21.3,0,22.4,861.7,0,0,3.3,2021-07-15T11:00:00+00:00,PT30M
31,0.2,102,202,715,777,765,7.1,6.8,281,550,720,707,21.5,0,21.7,861.6,0,0,3.2,2021-07-15T11:30:00+00:00,PT30M
31,0.2,96,194,682,698,676,0,6.5,194,682,698,676,21.9,0,21.1,861.4,0,0,3.1,2021-07-15T12:00:00+00:00,PT30M
32,0.2,92,185,640,610,576,0,6.2,185,640,610,576,22.3,0,20.6,861.3,0,0,3,2021-07-15T12:30:00+00:00,PT30M
32,0.2,87,171,592,514,470,0,6.1,171,592,514,470,22.8,0,20.1,861.1,0,0,2.9,2021-07-15T13:00:00+00:00,PT30M
31,0.2,83,152,535,415,363,0,6.1,152,535,415,363,23,0.1,20.6,861.1,0,0,2.7,2021-07-15T13:30:00+00:00,PT30M
30,0.2,79,131,459,314,257,0,6.3,131,459,314,257,23,0.1,21.9,861.3,0,0,2.5,2021-07-15T14:00:00+00:00,PT30M
30,0.2,75,106,356,214,159,0,6.3,106,356,214,159,22.8,0,22.5,861.3,0,0,2.1,2021-07-15T14:30:00+00:00,PT30M
30,0.2,71,76,220,121,81,0,6,76,220,121,81,22.5,0,22.2,861.3,0,0,1.6,2021-07-15T15:00:00+00:00,PT30M
30,0.2,67,40,67,48,37,16.8,5.8,36,60,44,33,22.3,0,22.1,861.3,0,0,1.2,2021-07-15T15:30:00+00:00,PT30M
29,0.2,63,5,1,5,5,88.8,5.7,0,0,0,0,22.2,0,22.2,861.4,0,0,0.8,2021-07-15T16:00:00+00:00,PT30M
29,0.2,59,0,0,0,0,71.5,5.9,0,0,0,0,22.4,0,23.7,861.5,0,0,0.6,2021-07-15T16:30:00+00:00,PT30M
28,0.2,54,0,0,0,0,81.2,6.6,0,0,0,0,22.8,0,26.5,861.6,0,0,0.5,2021-07-15T17:00:00+00:00,PT30M
27,0.2,49,0,0,0,0,84,7,0,0,0,0,23.3,0,28.4,861.8,0,0,0.6,2021-07-15T17:30:00+00:00,PT30M
27,0.2,43,0,0,0,0,64.1,7.2,0,0,0,0,23.8,0,29.1,862.2,0,0,0.7,2021-07-15T18:00:00+00:00,PT30M
26,0.2,37,0,0,0,0,73.5,7.6,0,0,0,0,24.4,0,30.2,862.4,0,0,0.5,2021-07-15T18:30:00+00:00,PT30M
26,0.2,30,0,0,0,0,72.8,8,0,0,0,0,25.1,0,32,862.6,0,0,0.4,2021-07-15T19:00:00+00:00,PT30M
25,0.2,23,0,0,0,0,46.5,8.5,0,0,0,0,25.6,0,34.5,862.9,0,0,0.8,2021-07-15T19:30:00+00:00,PT30M
24,0.2,15,0,0,0,0,47,9,0,0,0,0,26.1,0,37.8,863.1,0,0,1.2,2021-07-15T20:00:00+00:00,PT30M
24,0.2,7,0,0,0,0,59.6,9.2,0,0,0,0,26.3,0,39.8,863.3,0,0,1.5,2021-07-15T20:30:00+00:00,PT30M
24,0.2,-1,0,0,0,0,58.2,9.4,0,0,0,0,26.4,0,40.4,863.3,0,0,1.8,2021-07-15T21:00:00+00:00,PT30M
23,0.2,-9,0,0,0,0,54.4,9.7,0,0,0,0,26.4,0,42.7,863.5,0,0,2,2021-07-15T21:30:00+00:00,PT30M
22,0.2,-17,0,0,0,0,55.8,10.4,0,0,0,0,26.3,0,46.8,863.7,0,0,2,2021-07-15T22:00:00+00:00,PT30M
22,0.2,-25,0,0,0,0,46.1,10.8,0,0,0,0,26.3,0,49.8,863.9,0,0,2,2021-07-15T22:30:00+00:00,PT30M
21,0.2,-32,0,0,0,0,53.4,10.9,0,0,0,0,26.3,0,51.3,863.9,0,0,2,2021-07-15T23:00:00+00:00,PT30M
21,0.2,-39,0,0,0,0,49.6,10.9,0,0,0,0,26.4,0,52,863.9,0,0,2,2021-07-15T23:30:00+00:00,PT30M
21,0.2,-45,0,0,0,0,62.7,10.8,0,0,0,0,26.7,0,51.6,863.9,0,0,1.9,2021-07-16T00:00:00+00:00,PT30M
21,0.2,-50,0,0,0,0,60.1,10.6,0,0,0,0,26.9,0,51.1,864.1,0,0,1.9,2021-07-16T00:30:00+00:00,PT30M
21,0.2,-55,0,0,0,0,48.1,10.4,0,0,0,0,27.1,0,50.4,864.4,0,0,1.8,2021-07-16T01:00:00+00:00,PT30M
21,0.2,-60,0,0,0,0,26.5,10.2,0,0,0,0,27.2,0,50.5,864.7,0,0,1.6,2021-07-16T01:30:00+00:00,PT30M
21,0.2,-65,13,3,13,12,29.8,10.3,8,0,8,8,27.2,0,51.3,864.8,0,0,1.4,2021-07-16T02:00:00+00:00,PT30M
21,0.2,-69,52,69,62,48,58.2,10.2,29,0,29,28,27.1,0,50.6,865.1,0,0,1.1,2021-07-16T02:30:00+00:00,PT30M
21,0.2,-73,90,192,135,101,49.7,9.9,65,0,65,63,26.9,0,48.5,865.4,0,0,0.9,2021-07-16T03:00:00+00:00,PT30M
21,0.2,-77,124,308,226,180,40.4,9.6,135,0,135,131,26.5,0,46.9,865.5,0,0,0.7,2021-07-16T03:30:00+00:00,PT30M
22,0.2,-81,154,402,325,277,49.6,9.5,164,0,164,158,26.1,0,45.8,865.5,0,0,0.6,2021-07-16T04:00:00+00:00,PT30M
23,0.2,-85,178,477,425,380,60.7,9.4,167,0,167,161,25.7,0,43.2,865.6,0,0,0.7,2021-07-16T04:30:00+00:00,PT30M
24,0.2,-89,198,537,524,486,57.7,9.4,224,0,224,216,25.3,0,39.4,865.8,0,0,0.9,2021-07-16T05:00:00+00:00,PT30M
25,0.2,-93,214,585,616,588,27.7,9.3,400,66,444,429,24.9,0,36.8,865.8,0,0,1.2,2021-07-16T05:30:00+00:00,PT30M
26,0.2,-98,222,633,703,685,25.1,9,414,149,529,514,24.6,0,35.2,865.7,0,0,1.6,2021-07-16T06:00:00+00:00,PT30M
26,0.2,-104,222,682,783,775,12.8,9,348,405,684,674,24.4,0.1,34.3,865.6,0,0,2,2021-07-16T06:30:00+00:00,PT30M
26,0.2,-112,222,716,849,850,20.4,9,442,267,674,665,24.1,0.1,34.1,865.6,0,0,2.4,2021-07-16T07:00:00+00:00,PT30M
27,0.2,-122,224,737,900,909,14.3,9,375,430,773,772,23.9,0.1,32.4,865.5,0,0,2.7,2021-07-16T07:30:00+00:00,PT30M
28,0.2,-136,225,751,936,951,0,8.6,225,751,936,951,23.8,0.1,29.4,865.3,0,0,3,2021-07-16T08:00:00+00:00,PT30M
29,0.2,-157,225,759,957,976,1.4,8.6,246,724,944,961,23.6,0.4,28.3,865.2,0,0,3,2021-07-16T08:30:00+00:00,PT30M
29,0.2,176,225,761,963,982,12.1,8.7,394,467,846,854,23.6,0.4,28.7,865.1,0,0,2.9,2021-07-16T09:00:00+00:00,PT30M
29,0.2,150,225,759,954,972,14.7,8.7,421,408,813,817,23,0.3,28.6,865,0,0,2.9,2021-07-16T09:30:00+00:00,PT30M
29,0.2,131,224,752,931,944,0.3,8.6,229,743,928,941,21.9,0.3,28,864.7,0,0,3,2021-07-16T10:00:00+00:00,PT30M
29,0.2,118,223,738,892,899,1.4,8.4,242,703,879,886,21.1,0.1,27.3,864.5,0,0,3,2021-07-16T10:30:00+00:00,PT30M
29,0.2,109,220,719,839,837,3.8,8.1,268,626,806,803,20.7,0.1,26.4,864.3,0,0,3,2021-07-16T11:00:00+00:00,PT30M
30,0.2,102,213,695,773,762,0,7.8,213,695,773,762,20.4,0,25.5,864.1,0,0,2.9,2021-07-16T11:30:00+00:00,PT30M
30,0.2,97,206,662,694,672,0,7.4,206,662,694,672,20.4,0,24.5,863.8,0,0,2.9,2021-07-16T12:00:00+00:00,PT30M
30,0.2,92,197,615,605,572,0,6.8,197,615,605,572,20.5,0,23.2,863.6,0,0,2.8,2021-07-16T12:30:00+00:00,PT30M
30,0.2,87,185,556,507,465,0,6,185,556,507,465,20.9,0,21.8,863.6,0,0,2.8,2021-07-16T13:00:00+00:00,PT30M
30,0.2,83,168,480,404,356,0,5.8,168,480,404,356,21.3,0,21.6,863.6,0,0,2.7,2021-07-16T13:30:00+00:00,PT30M
30,0.2,79,146,382,298,249,0,6.1,146,382,298,249,21.7,0,22.6,863.6,0,0,2.5,2021-07-16T14:00:00+00:00,PT30M
29,0.2,76,117,261,196,155,0,6,117,261,196,155,22.1,0,22.9,863.6,0,0,2.2,2021-07-16T14:30:00+00:00,PT30M
29,0.2,72,80,131,108,83,0,5.7,80,131,108,83,22.5,0,22.4,863.6,0,0,1.8,2021-07-16T15:00:00+00:00,PT30M
29,0.2,68,40,27,43,38,17.7,6,36,13,38,34,23,0,23.1,863.8,0,0,1.4,2021-07-16T15:30:00+00:00,PT30M
29,0.2,63,5,0,5,5,68.1,6.8,1,0,1,1,23.8,0,25.1,864,0,0,0.9,2021-07-16T16:00:00+00:00,PT30M
28,0.2,59,0,0,0,0,75,7.8,0,0,0,0,24.4,0,28.5,864.2,0,0,0.6,2021-07-16T16:30:00+00:00,PT30M
26,0.2,54,0,0,0,0,72,8.7,0,0,0,0,24.8,0,33.8,864.5,0,0,0.4,2021-07-16T17:00:00+00:00,PT30M
25,0.2,49,0,0,0,0,82.1,9,0,0,0,0,25,0,36,864.7,0,0,0.2,2021-07-16T17:30:00+00:00,PT30M
25,0.2,43,0,0,0,0,85.1,8.6,0,0,0,0,25,0,34.5,865,0,0,0.1,2021-07-16T18:00:00+00:00,PT30M
25,0.2,37,0,0,0,0,58.3,7.9,0,0,0,0,25,0,32.9,865.1,0,0,0.2,2021-07-16T18:30:00+00:00,PT30M
25,0.2,30,0,0,0,0,58.2,6.9,0,0,0,0,25,0,31.1,865.1,0,0,0.4,2021-07-16T19:00:00+00:00,PT30M
25,0.2,23,0,0,0,0,56.5,6.7,0,0,0,0,25.1,0,31.4,865.2,0,0,0.6,2021-07-16T19:30:00+00:00,PT30M
24,0.2,15,0,0,0,0,69.5,7.2,0,0,0,0,25.2,0,33.9,865.4,0,0,0.7,2021-07-16T20:00:00+00:00,PT30M
24,0.2,7,0,0,0,0,63.6,7.5,0,0,0,0,25.2,0,35.7,865.4,0,0,0.9,2021-07-16T20:30:00+00:00,PT30M
