air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,wind_speed_10m,period_end,period
8,0.2,-77,0,0,0,0,32,4.9,0,0,0,0,13.7,0,79.3,870.7,0,0,1.7,2024-09-30T01:00:00+00:00,PT30M
8,0.2,-82,0,0,0,0,32.2,4.9,0,0,0,0,13.9,0,78.9,870.7,0,0,1.7,2024-09-30T01:30:00+00:00,PT30M
8,0.2,-86,0,0,0,0,32,4.8,0,0,0,0,14.1,0,78.3,870.5,0,0,1.7,2024-09-30T02:00:00+00:00,PT30M
9,0.2,-91,0,0,0,0,31.6,4.9,0,0,0,0,14.4,0,78.4,870.4,0,0,1.7,2024-09-30T02:30:00+00:00,PT30M
9,0.2,-95,19,24,21,22,21.9,5.2,17,13,18,19,14.8,0,78.9,870.5,0,0,1.7,2024-09-30T03:00:00+00:00,PT30M
9,0.2,-100,60,182,90,101,3,5.5,64,142,86,94,15.2,0,78.7,870.7,0,0,1.6,2024-09-30T03:30:00+00:00,PT30M
10,0.2,-104,95,334,181,211,12,6,119,152,159,171,15.6,0,77.7,870.9,0,0,1.4,2024-09-30T04:00:00+00:00,PT30M
11,0.2,-109,124,443,280,330,28.3,6.1,156,122,196,206,16.1,0,73.5,871,0,0,1.2,2024-09-30T04:30:00+00:00,PT30M
12,0.2,-115,148,519,378,448,55.5,6.1,167,0,167,161,16.5,0,66.5,871,0,0,1.1,2024-09-30T05:00:00+00:00,PT30M
13,0.2,-120,169,573,469,559,69.3,5.9,143,0,143,139,17,0,62.5,871.1,0,0,1.3,2024-09-30T05:30:00+00:00,PT30M
13,0.2,-127,178,635,557,667,67.4,5.8,182,0,182,176,17.5,0,60.8,871.2,0,0,1.6,2024-09-30T06:00:00+00:00,PT30M
14,0.2,-135,172,708,638,770,65.8,5.9,216,0,216,209,18.1,0,60.1,871.2,0,0,1.9,2024-09-30T06:30:00+00:00,PT30M
14,0.2,-144,173,742,699,845,80.8,6.2,134,0,134,129,19,0,60.1,871.1,0,0,2,2024-09-30T07:00:00+00:00,PT30M
14,0.2,-153,184,744,740,893,87.6,6.6,92,0,92,89,19.8,0.4,59.9,871,0,0,2,2024-09-30T07:30:00+00:00,PT30M
15,0.2,-164,192,743,766,924,93.4,6.8,50,0,50,49,20.5,0.4,59.4,870.9,0,0,1.9,2024-09-30T08:00:00+00:00,PT30M
15,0.2,-176,197,739,776,935,82.3,7.1,137,0,137,133,21.1,0.7,59.3,870.7,0,0,1.7,2024-09-30T08:30:00+00:00,PT30M
15,0.2,172,201,730,770,927,51.1,7.2,245,168,375,408,21.6,0.7,59.5,870.4,0,0,1.4,2024-09-30T09:00:00+00:00,PT30M
15,0.2,160,202,715,749,901,26.1,7.4,417,178,554,585,21.6,0.2,59.6,870.1,0,0,1.2,2024-09-30T09:30:00+00:00,PT30M
15,0.2,150,200,699,712,856,45.6,7.4,387,0,387,374,21.2,0.2,59.7,869.7,0,0,1.3,2024-09-30T10:00:00+00:00,PT30M
15,0.2,140,194,678,662,795,16.1,7.6,328,331,555,618,20.6,0.1,59.7,869.3,0,0,1.3,2024-09-30T10:30:00+00:00,PT30M
16,0.2,132,183,656,600,720,4.4,7.9,219,560,572,675,19.7,0.1,59.8,868.9,0,0,1.4,2024-09-30T11:00:00+00:00,PT30M
16,0.2,125,167,631,526,631,4.3,7.9,198,535,504,595,19,0,58.9,868.7,0,0,1.4,2024-09-30T11:30:00+00:00,PT30M
16,0.2,118,146,602,442,531,17.2,7.8,241,254,366,403,18.3,0,57.2,868.4,0,0,1.4,2024-09-30T12:00:00+00:00,PT30M
16,0.2,113,122,564,351,423,1.6,7.6,131,530,345,412,18.1,0,56.2,868.3,0,0,1.4,2024-09-30T12:30:00+00:00,PT30M
16,0.2,107,100,475,250,300,0,7.6,100,475,250,300,18.4,0,55.8,868.3,0,0,1.5,2024-09-30T13:00:00+00:00,PT30M
16,0.2,103,77,319,147,172,0,7.8,77,319,147,172,18.9,0,57.3,868.3,0,0,1.3,2024-09-30T13:30:00+00:00,PT30M
16,0.2,98,44,119,59,65,11,8.2,41,103,55,61,19.6,0,60.8,868.3,0,0,0.9,2024-09-30T14:00:00+00:00,PT30M
15,0.2,94,6,2,6,6,65.6,8.8,2,0,2,2,20,0,64.5,868.2,0,0,0.7,2024-09-30T14:30:00+00:00,PT30M
15,0.2,89,0,0,0,0,73.5,9.2,0,0,0,0,20.1,0,68.2,868,0,0,0.9,2024-09-30T15:00:00+00:00,PT30M
15,0.2,85,0,0,0,0,78.6,9.4,0,0,0,0,20.5,0,69.6,868,0,0,1.1,2024-09-30T15:30:00+00:00,PT30M
15,0.2,80,0,0,0,0,75.7,9,0,0,0,0,20.9,0,68.7,868.2,0,0,1,2024-09-30T16:00:00+00:00,PT30M
15,0.2,75,0,0,0,0,78.8,8.9,0,0,0,0,21.3,0,69.1,868.3,0,0,1,2024-09-30T16:30:00+00:00,PT30M
14,0.2,70,0,0,0,0,80.1,8.9,0,0,0,0,21.7,0,70.9,868.3,0,0,0.9,2024-09-30T17:00:00+00:00,PT30M
14,0.2,64,0,0,0,0,76,9,0,0,0,0,21.7,0,72.7,868.3,0,0,0.9,2024-09-30T17:30:00+00:00,PT30M
14,0.2,57,0,0,0,0,71.7,9.2,0,0,0,0,21.6,0,74.4,868.5,0,0,0.9,2024-09-30T18:00:00+00:00,PT30M
14,0.2,50,0,0,0,0,57.5,9,0,0,0,0,21.3,0.1,73.3,868.5,0,0,1,2024-09-30T18:30:00+00:00,PT30M
14,0.2,40,0,0,0,0,46.6,8.3,0,0,0,0,21,0.1,69.4,868.5,0,0,1,2024-09-30T19:00:00+00:00,PT30M
14,0.2,30,0,0,0,0,48.4,8,0,0,0,0,20.7,0.1,68.2,868.4,0,0,1,2024-09-30T19:30:00+00:00,PT30M
13,0.2,18,0,0,0,0,47.1,8,0,0,0,0,20.5,0.1,69.6,868.4,0,0,1.2,2024-09-30T20:00:00+00:00,PT30M
13,0.2,4,0,0,0,0,51.1,8,0,0,0,0,20.3,0.1,71.3,868.3,0,0,1.3,2024-09-30T20:30:00+00:00,PT30M
13,0.2,-9,0,0,0,0,47.8,8,0,0,0,0,20.3,0.1,73.4,868.1,0,0,1.3,2024-09-30T21:00:00+00:00,PT30M
12,0.2,-22,0,0,0,0,45.1,8,0,0,0,0,19.7,0.1,75.6,868,0,0,1.2,2024-09-30T21:30:00+00:00,PT30M
12,0.2,-34,0,0,0,0,50.3,7.9,0,0,0,0,18.7,0.1,77.9,867.9,0,0,1.1,2024-09-30T22:00:00+00:00,PT30M
11,0.2,-44,0,0,0,0,49.6,7.9,0,0,0,0,18,0,79.3,867.8,0,0,1,2024-09-30T22:30:00+00:00,PT30M
11,0.2,-53,0,0,0,0,47.5,7.9,0,0,0,0,17.6,0,79.9,867.8,0,0,1.1,2024-09-30T23:00:00+00:00,PT30M
11,0.2,-60,0,0,0,0,42.2,7.8,0,0,0,0,17.4,0,79.8,867.7,0,0,1.1,2024-09-30T23:30:00+00:00,PT30M
11,0.2,-67,0,0,0,0,42,7.6,0,0,0,0,17.2,0,79.3,867.5,0,0,1.1,2024-10-01T00:00:00+00:00,PT30M
11,0.2,-72,0,0,0,0,34.4,7.4,0,0,0,0,17,0,76.7,867.5,0,0,1.1,2024-10-01T00:30:00+00:00,PT30M
12,0.2,-77,0,0,0,0,33.4,7,0,0,0,0,16.9,0,72.2,867.6,0,0,1.1,2024-10-01T01:00:00+00:00,PT30M
12,0.2,-82,0,0,0,0,33.4,6.9,0,0,0,0,16.6,0,69.3,867.7,0,0,1.1,2024-10-01T01:30:00+00:00,PT30M
13,0.2,-87,0,0,0,0,32.2,6.8,0,0,0,0,16.3,0,67.7,867.6,0,0,1.1,2024-10-01T02:00:00+00:00,PT30M
13,0.2,-91,0,0,0,0,24.1,6.7,0,0,0,0,16.1,0,64.3,867.7,0,0,1.1,2024-10-01T02:30:00+00:00,PT30M
14,0.2,-95,17,68,23,26,19.7,6.4,19,10,19,19,15.9,0,59.4,867.8,0,0,1.1,2024-10-01T03:00:00+00:00,PT30M
15,0.2,-100,49,348,103,126,0,6.5,49,348,103,126,15.6,0,57.5,868,0,0,1.1,2024-10-01T03:30:00+00:00,PT30M
15,0.2,-105,69,531,204,252,0,6.8,69,531,204,252,15.4,0,58.4,868.2,0,0,1.1,2024-10-01T04:00:00+00:00,PT30M
15,0.2,-110,84,646,309,382,0,7.1,84,646,309,382,15.1,0,58.5,868.4,0,0,0.9,2024-10-01T04:30:00+00:00,PT30M
16,0.2,-115,94,723,411,507,0,7.4,94,723,411,507,14.9,0,58,868.7,0,0,0.6,2024-10-01T05:00:00+00:00,PT30M
16,0.2,-121,102,778,507,624,0,7.6,102,778,507,624,14.6,0,57,868.8,0,0,0.2,2024-10-01T05:30:00+00:00,PT30M
17,0.2,-128,106,822,594,731,0,7.6,106,822,594,731,14.4,0,55.4,868.8,0,0,0.2,2024-10-01T06:00:00+00:00,PT30M
17,0.2,-135,106,860,670,824,0,7.7,106,860,670,824,14.2,0,53.9,868.8,0,0,0.6,2024-10-01T06:30:00+00:00,PT30M
18,0.2,-144,108,883,731,899,0,7.8,108,883,731,899,14.1,0,52.4,868.8,0,0,0.8,2024-10-01T07:00:00+00:00,PT30M
18,0.2,-154,112,893,776,954,0,7.7,112,893,776,954,14,0,50.2,868.7,0,0,1,2024-10-01T07:30:00+00:00,PT30M
19,0.2,-165,115,900,806,989,0,7.6,115,900,806,989,14,0,47.4,868.4,0,0,1.2,2024-10-01T08:00:00+00:00,PT30M
20,0.2,-176,115,904,819,1006,0,7.5,115,904,819,1006,14.1,0,45.6,868.2,0,0,1.2,2024-10-01T08:30:00+00:00,PT30M
20,0.2,172,130,876,810,992,0,7.5,130,876,810,992,14.4,0,44.8,867.9,0,0,1.3,2024-10-01T09:00:00+00:00,PT30M
20,0.2,160,159,814,778,948,0,7.4,159,814,778,948,14.7,0,43.2,867.6,0,0,1.4,2024-10-01T09:30:00+00:00,PT30M
21,0.2,150,175,765,732,890,0,7,175,765,732,890,15.1,0,40.9,867.3,0,0,1.6,2024-10-01T10:00:00+00:00,PT30M
21,0.2,140,176,728,676,819,0,6.8,176,728,676,819,15.8,0,39.2,866.9,0,0,1.7,2024-10-01T10:30:00+00:00,PT30M
22,0.2,132,176,678,603,729,0,6.7,176,678,603,729,16.9,0,37.9,866.6,0,0,1.6,2024-10-01T11:00:00+00:00,PT30M
22,0.2,125,172,615,519,624,0,6.6,172,615,519,624,17.8,0,37.3,866.4,0,0,1.4,2024-10-01T11:30:00+00:00,PT30M
22,0.2,118,162,539,424,507,0,6.6,162,539,424,507,18.5,0,37.2,866.3,0,0,1.2,2024-10-01T12:00:00+00:00,PT30M
22,0.2,113,144,444,323,382,0,6.7,144,444,323,382,19,0,37.2,866.2,0,0,1,2024-10-01T12:30:00+00:00,PT30M
22,0.2,108,119,327,221,256,0,6.8,119,327,221,256,19.3,0,37.3,866.2,0,0,0.7,2024-10-01T13:00:00+00:00,PT30M
22,0.2,103,85,187,125,140,0,7.3,85,187,125,140,19.7,0,39.6,866.1,0,0,0.6,2024-10-01T13:30:00+00:00,PT30M
21,0.2,98,43,48,49,51,7.5,8.4,41,44,47,49,20.2,0,44.2,866.1,0,0,0.7,2024-10-01T14:00:00+00:00,PT30M
20,0.2,94,5,0,5,5,39.6,8.9,3,0,3,3,20.5,0,47.9,866,0,0,0.7,2024-10-01T14:30:00+00:00,PT30M
20,0.2,89,0,0,0,0,42,8.9,0,0,0,0,20.6,0,50.3,866,0,0,1,2024-10-01T15:00:00+00:00,PT30M
19,0.2,85,0,0,0,0,42.5,9,0,0,0,0,20.7,0,52.3,866,0,0,1.3,2024-10-01T15:30:00+00:00,PT30M
19,0.2,80,0,0,0,0,46.6,9.2,0,0,0,0,20.7,0,53.7,866.2,0,0,1.5,2024-10-01T16:00:00+00:00,PT30M
19,0.2,76,0,0,0,0,48.4,8.5,0,0,0,0,20.7,0,51.7,866.3,0,0,1.6,2024-10-01T16:30:00+00:00,PT30M
19,0.2,70,0,0,0,0,48.9,7,0,0,0,0,20.8,0,46.7,866.5,0,0,1.4,2024-10-01T17:00:00+00:00,PT30M
19,0.2,64,0,0,0,0,56.8,6.1,0,0,0,0,20.9,0,43.9,866.7,0,0,1.4,2024-10-01T17:30:00+00:00,PT30M
19,0.2,58,0,0,0,0,49,5.8,0,0,0,0,21,0,43.1,866.9,0,0,1.4,2024-10-01T18:00:00+00:00,PT30M
18,0.2,50,0,0,0,0,50,5.7,0,0,0,0,21,0,43.2,867,0,0,1.4,2024-10-01T18:30:00+00:00,PT30M
18,0.2,41,0,0,0,0,49.6,5.8,0,0,0,0,21,0,44,866.9,0,0,1.4,2024-10-01T19:00:00+00:00,PT30M
18,0.2,30,0,0,0,0,46.9,5.6,0,0,0,0,20.9,0,44.3,866.9,0,0,1.5,2024-10-01T19:30:00+00:00,PT30M
18,0.2,18,0,0,0,0,45.3,5.3,0,0,0,0,20.8,0,43.9,867,0,0,1.5,2024-10-01T20:00:00+00:00,PT30M
18,0.2,4,0,0,0,0,40.1,5,0,0,0,0,20.6,0,43.8,866.9,0,0,1.6,2024-10-01T20:30:00+00:00,PT30M
17,0.2,-10,0,0,0,0,50.5,4.9,0,0,0,0,20.3,0,44,866.8,0,0,1.7,2024-10-01T21:00:00+00:00,PT30M
17,0.2,-23,0,0,0,0,51.5,4.9,0,0,0,0,20.1,0,45,866.7,0,0,1.7,2024-10-01T21:30:00+00:00,PT30M
17,0.2,-35,0,0,0,0,50.3,5.1,0,0,0,0,20,0,46.6,866.6,0,0,1.6,2024-10-01T22:00:00+00:00,PT30M
16,0.2,-45,0,0,0,0,38.9,5.3,0,0,0,0,19.9,0,48.2,866.6,0,0,1.6,2024-10-01T22:30:00+00:00,PT30M
16,0.2,-53,0,0,0,0,35.1,5.6,0,0,0,0,20.1,0,49.7,866.7,0,0,1.7,2024-10-01T23:00:00+00:00,PT30M
16,0.2,-61,0,0,0,0,33.2,5.8,0,0,0,0,19.8,0,50.6,866.6,0,0,1.8,2024-10-01T23:30:00+00:00,PT30M
16,0.2,-67,0,0,0,0,27.5,5.9,0,0,0,0,19.1,0,51,866.4,0,0,1.8,2024-10-02T00:00:00+00:00,PT30M
16,0.2,-73,0,0,0,0,26.5,6,0,0,0,0,18.2,0,51.4,866.3,0,0,1.8,2024-10-02T00:30:00+00:00,PT30M
16,0.2,-78,0,0,0,0,26.5,5.9,0,0,0,0,17.2,0,51.9,866.4,0,0,1.7,2024-10-02T01:00:00+00:00,PT30M
16,0.2,-82,0,0,0,0,25.9,5.9,0,0,0,0,16.3,0,52.3,866.5,0,0,1.7,2024-10-02T01:30:00+00:00,PT30M
15,0.2,-87,0,0,0,0,31.2,5.8,0,0,0,0,15.6,0,52.6,866.6,0,0,1.7,2024-10-02T02:00:00+00:00,PT30M
15,0.2,-91,0,0,0,0,29.9,5.8,0,0,0,0,15.2,0,53,866.7,0,0,1.6,2024-10-02T02:30:00+00:00,PT30M
15,0.2,-96,16,4,17,16,24.3,5.9,13,0,13,12,14.9,0,53.6,866.6,0,0,1.6,2024-10-02T03:00:00+00:00,PT30M
16,0.2,-100,61,92,76,82,1.8,6.8,61,86,75,80,14.8,0,54.7,866.8,0,0,1.5,2024-10-02T03:30:00+00:00,PT30M
17,0.2,-105,100,259,165,190,0,8.3,100,259,165,190,14.8,0,56.5,867.1,0,0,1.5,2024-10-02T04:00:00+00:00,PT30M
18,0.2,-110,127,412,270,320,0,8.4,127,412,270,320,14.8,0,52.5,867.3,0,0,1.3,2024-10-02T04:30:00+00:00,PT30M
20,0.2,-115,145,527,375,451,0,7.2,145,527,375,451,14.8,0,43.6,867.4,0,0,1.3,2024-10-02T05:00:00+00:00,PT30M
21,0.2,-121,158,608,473,572,0,6.4,158,608,473,572,14.8,0,38.9,867.4,0,0,1.3,2024-10-02T05:30:00+00:00,PT30M
21,0.2,-128,162,679,563,684,0,6.3,162,679,563,684,14.8,0,37.5,867.5,0,0,1.5,2024-10-02T06:00:00+00:00,PT30M
22,0.2,-136,158,744,643,785,0,6.2,158,744,643,785,14.8,0,36.4,867.5,0,0,1.7,2024-10-02T06:30:00+00:00,PT30M
22,0.2,-144,154,789,708,866,0,6.4,154,789,708,866,14.8,0,35.7,867.5,0,0,1.9,2024-10-02T07:00:00+00:00,PT30M
23,0.2,-154,151,818,756,926,0,6.4,151,818,756,926,14.7,0,34.6,867.4,0,0,2,2024-10-02T07:30:00+00:00,PT30M
23,0.2,-165,150,835,788,965,0,6.3,150,835,788,965,14.6,0,33.3,867.3,0,0,2,2024-10-02T08:00:00+00:00,PT30M
24,0.2,-177,150,840,802,982,0,6.3,150,840,802,982,14.3,0,32.3,867.1,0,0,1.9,2024-10-02T08:30:00+00:00,PT30M
24,0.2,172,151,838,798,978,0,6.4,151,838,798,978,14,0,31.8,866.8,0,0,1.9,2024-10-02T09:00:00+00:00,PT30M
25,0.2,160,152,829,778,953,0,6.3,152,829,778,953,13.8,0,31.1,866.4,0,0,1.9,2024-10-02T09:30:00+00:00,PT30M
25,0.2,150,150,815,741,907,0,6.2,150,815,741,907,13.7,0,30.3,866,0,0,2.1,2024-10-02T10:00:00+00:00,PT30M
25,0.2,140,147,794,688,843,0,6.2,147,794,688,843,13.9,0,30,865.7,0,0,2,2024-10-02T10:30:00+00:00,PT30M
25,0.2,132,140,767,620,761,0,6.2,140,767,620,761,14.5,0,30.1,865.6,0,0,1.8,2024-10-02T11:00:00+00:00,PT30M
25,0.2,125,132,732,541,664,0,6.3,132,732,541,664,14.9,0,30,865.5,0,0,1.7,2024-10-02T11:30:00+00:00,PT30M
25,0.2,119,117,698,453,558,0,6.3,117,698,453,558,15.2,0,29.8,865.3,0,0,1.7,2024-10-02T12:00:00+00:00,PT30M
25,0.2,113,96,664,359,445,0,6.4,96,664,359,445,15.6,0,30,865.3,0,0,1.7,2024-10-02T12:30:00+00:00,PT30M
25,0.2,108,78,593,258,322,0,6.7,78,593,258,322,16,0,30.7,865.4,0,0,1.6,2024-10-02T13:00:00+00:00,PT30M
25,0.2,103,60,460,155,195,1.4,7.6,62,438,154,191,16.3,0,33.7,865.4,0,0,1.5,2024-10-02T13:30:00+00:00,PT30M
24,0.2,98,35,233,62,76,12.3,9.3,41,124,55,63,16.5,0,39.7,865.4,0,0,1.5,2024-10-02T14:00:00+00:00,PT30M
23,0.2,94,4,7,5,5,35,10,3,0,3,3,16.6,0,43.6,865.4,0,0,1.5,2024-10-02T14:30:00+00:00,PT30M
22,0.2,90,0,0,0,0,33.6,9.7,0,0,0,0,16.6,0,44.9,865.6,0,0,1.6,2024-10-02T15:00:00+00:00,PT30M
22,0.2,85,0,0,0,0,34.4,9.3,0,0,0,0,16.5,0,45.4,865.8,0,0,1.6,2024-10-02T15:30:00+00:00,PT30M
21,0.2,81,0,0,0,0,36.1,8.8,0,0,0,0,16.5,0,45.3,866.2,0,0,1.6,2024-10-02T16:00:00+00:00,PT30M
21,0.2,76,0,0,0,0,33,8.3,0,0,0,0,16.5,0,45.4,866.4,0,0,1.6,2024-10-02T16:30:00+00:00,PT30M
20,0.2,71,0,0,0,0,32.8,7.9,0,0,0,0,16.5,0,45.9,866.5,0,0,1.7,2024-10-02T17:00:00+00:00,PT30M
19,0.2,65,0,0,0,0,38,7.8,0,0,0,0,16.5,0,46.9,866.8,0,0,1.7,2024-10-02T17:30:00+00:00,PT30M
19,0.2,58,0,0,0,0,31.8,7.9,0,0,0,0,16.5,0,48.6,867.1,0,0,1.7,2024-10-02T18:00:00+00:00,PT30M
19,0.2,50,0,0,0,0,32.6,8,0,0,0,0,16.3,0,49.7,867.2,0,0,1.7,2024-10-02T18:30:00+00:00,PT30M
19,0.2,41,0,0,0,0,29.3,7.9,0,0,0,0,16.2,0,50.2,867.1,0,0,1.7,2024-10-02T19:00:00+00:00,PT30M
18,0.2,30,0,0,0,0,34.8,7.9,0,0,0,0,16,0,51.3,867.1,0,0,1.7,2024-10-02T19:30:00+00:00,PT30M
18,0.2,18,0,0,0,0,33,8,0,0,0,0,15.7,0,53.1,867.5,0,0,1.6,2024-10-02T20:00:00+00:00,PT30M
17,0.2,4,0,0,0,0,31.8,8,0,0,0,0,15.5,0,53.9,867.5,0,0,1.5,2024-10-02T20:30:00+00:00,PT30M
18,0.2,-10,0,0,0,0,30.2,8,0,0,0,0,15.2,0,53.8,867.2,0,0,1.5,2024-10-02T21:00:00+00:00,PT30M
18,0.2,-23,0,0,0,0,30.4,7.4,0,0,0,0,14.8,0,51.1,867.2,0,0,1.3,2024-10-02T21:30:00+00:00,PT30M
18,0.2,-35,0,0,0,0,21.8,6.3,0,0,0,0,14.3,0,46.4,867.3,0,0,1.1,2024-10-02T22:00:00+00:00,PT30M
18,0.2,-45,0,0,0,0,12.9,5.5,0,0,0,0,13.8,0,43.4,867.4,0,0,1,2024-10-02T22:30:00+00:00,PT30M
18,0.2,-54,0,0,0,0,18.2,5.2,0,0,0,0,13.4,0,42,867.4,0,0,1.1,2024-10-02T23:00:00+00:00,PT30M
18,0.2,-61,0,0,0,0,22.3,5.1,0,0,0,0,13.1,0,41.6,867.3,0,0,1.2,2024-10-02T23:30:00+00:00,PT30M
18,0.2,-67,0,0,0,0,14.2,5.1,0,0,0,0,12.9,0,42.3,867.2,0,0,1.3,2024-10-03T00:00:00+00:00,PT30M
18,0.2,-73,0,0,0,0,7.3,5.2,0,0,0,0,12.7,0,43,867.1,0,0,1.3,2024-10-03T00:30:00+00:00,PT30M
18,0.2,-78,0,0,0,0,12.9,5.2,0,0,0,0,12.5,0,43.7,867.3,0,0,1.3,2024-10-03T01:00:00+00:00,PT30M
17,0.2,-83,0,0,0,0,18.4,5,0,0,0,0,12.4,0,44.1,867.3,0,0,1.4,2024-10-03T01:30:00+00:00,PT30M
17,0.2,-87,0,0,0,0,18.8,4.8,0,0,0,0,12.2,0,44.3,867.2,0,0,1.4,2024-10-03T02:00:00+00:00,PT30M
17,0.2,-92,0,0,0,0,12.2,4.6,0,0,0,0,12.1,0,44.5,867.3,0,0,1.4,2024-10-03T02:30:00+00:00,PT30M
17,0.2,-96,16,45,20,22,5,4.5,17,26,19,20,12,0,44.6,867.4,0,0,1.5,2024-10-03T03:00:00+00:00,PT30M
17,0.2,-101,51,299,96,118,0,5.2,51,299,96,118,11.9,0,46,867.6,0,0,1.5,2024-10-03T03:30:00+00:00,PT30M
18,0.2,-105,75,490,196,244,0,6.8,75,490,196,244,11.9,0,48.8,867.9,0,0,1.4,2024-10-03T04:00:00+00:00,PT30M
19,0.2,-110,91,618,302,377,0,6.9,91,618,302,377,11.8,0,45.8,868.1,0,0,1.2,2024-10-03T04:30:00+00:00,PT30M
21,0.2,-116,102,702,405,504,0,5.6,102,702,405,504,11.8,0,37.9,868.1,0,0,0.9,2024-10-03T05:00:00+00:00,PT30M
22,0.2,-122,111,759,501,621,0,4.9,111,759,501,621,11.9,0,33.7,868.2,0,0,0.9,2024-10-03T05:30:00+00:00,PT30M
22,0.2,-128,116,805,588,728,0,4.8,116,805,588,728,12,0,32.3,868.4,0,0,1.1,2024-10-03T06:00:00+00:00,PT30M
23,0.2,-136,117,844,664,821,0,4.6,117,844,664,821,12.1,0,31,868.4,0,0,1.4,2024-10-03T06:30:00+00:00,PT30M
23,0.2,-145,118,869,725,896,0,4.6,118,869,725,896,12.2,0,30,868.2,0,0,1.7,2024-10-03T07:00:00+00:00,PT30M
24,0.2,-154,120,883,770,952,0,4.4,120,883,770,952,12.2,0,28.8,868.2,0,0,1.9,2024-10-03T07:30:00+00:00,PT30M
24,0.2,-165,122,892,800,988,0,4,122,892,800,988,12.1,0,27.4,868.2,0,0,2.1,2024-10-03T08:00:00+00:00,PT30M
24,0.2,-177,122,896,813,1003,0,3.8,122,896,813,1003,12.1,0,26.4,868,0,0,2.3,2024-10-03T08:30:00+00:00,PT30M
25,0.2,172,123,892,808,998,0,3.5,123,892,808,998,12.2,0,25.6,867.5,0,0,2.4,2024-10-03T09:00:00+00:00,PT30M
25,0.2,160,124,883,787,971,0,3.7,124,883,787,971,12.3,0,25.7,867.1,0,0,2.4,2024-10-03T09:30:00+00:00,PT30M
25,0.2,150,123,870,749,926,0,4.3,123,870,749,926,12.3,0,26.8,866.8,0,0,2.3,2024-10-03T10:00:00+00:00,PT30M
25,0.2,141,120,852,697,862,0,4.6,120,852,697,862,12.4,0,27.2,866.5,0,0,2.2,2024-10-03T10:30:00+00:00,PT30M
25,0.2,132,116,826,629,779,0,4.5,116,826,629,779,12.7,0,26.9,866.3,0,0,2.2,2024-10-03T11:00:00+00:00,PT30M
25,0.2,125,110,791,548,681,0,4.6,110,791,548,681,13.1,0,27.2,866.2,0,0,2.2,2024-10-03T11:30:00+00:00,PT30M
25,0.2,119,103,742,457,569,0,4.9,103,742,457,569,13.6,0,28,866.2,0,0,2.2,2024-10-03T12:00:00+00:00,PT30M
24,0.2,113,93,675,357,446,0,5,93,675,357,446,14,0,28.5,866.3,0,0,2.1,2024-10-03T12:30:00+00:00,PT30M
24,0.2,108,80,581,253,318,0,5.1,80,581,253,318,14.4,0,28.8,866.5,0,0,2,2024-10-03T13:00:00+00:00,PT30M
24,0.2,103,61,443,150,189,0,5,61,443,150,189,14.7,0,29.5,866.5,0,0,1.7,2024-10-03T13:30:00+00:00,PT30M
23,0.2,99,34,208,58,71,6.5,4.9,35,178,56,68,14.8,0,30.6,866.3,0,0,1.4,2024-10-03T14:00:00+00:00,PT30M
22,0.2,94,3,4,4,4,31.4,4.9,3,0,3,2,14.8,0,32.3,866.2,0,0,1.3,2024-10-03T14:30:00+00:00,PT30M
21,0.2,90,0,0,0,0,29.6,5.2,0,0,0,0,14.8,0,34.6,866.2,0,0,1.6,2024-10-03T15:00:00+00:00,PT30M
21,0.2,86,0,0,0,0,23.6,5.6,0,0,0,0,14.8,0,37.7,866.3,0,0,1.8,2024-10-03T15:30:00+00:00,PT30M
20,0.2,81,0,0,0,0,23.8,6.1,0,0,0,0,14.7,0,41.7,866.5,0,0,1.9,2024-10-03T16:00:00+00:00,PT30M
19,0.2,76,0,0,0,0,22.9,6.5,0,0,0,0,14.4,0,45.3,866.6,0,0,2,2024-10-03T16:30:00+00:00,PT30M
18,0.2,71,0,0,0,0,25.9,6.8,0,0,0,0,14.1,0,48.5,866.6,0,0,2.2,2024-10-03T17:00:00+00:00,PT30M
17,0.2,65,0,0,0,0,18.6,6.9,0,0,0,0,13.7,0,50,866.7,0,0,2.3,2024-10-03T17:30:00+00:00,PT30M
17,0.2,58,0,0,0,0,17.6,6.8,0,0,0,0,13.3,0,49.8,867,0,0,2.3,2024-10-03T18:00:00+00:00,PT30M
17,0.2,50,0,0,0,0,10.9,6.6,0,0,0,0,12.9,0,49.7,867.1,0,0,2.3,2024-10-03T18:30:00+00:00,PT30M
17,0.2,41,0,0,0,0,5.7,6.5,0,0,0,0,12.5,0,49.7,867,0,0,2.3,2024-10-03T19:00:00+00:00,PT30M
17,0.2,30,0,0,0,0,14.7,6.3,0,0,0,0,12.2,0,50.5,867.1,0,0,2.3,2024-10-03T19:30:00+00:00,PT30M
16,0.2,18,0,0,0,0,14.9,6.2,0,0,0,0,12,0,52.3,867.5,0,0,2.4,2024-10-03T20:00:00+00:00,PT30M
15,0.2,4,0,0,0,0,14.9,6,0,0,0,0,11.7,0,53.6,867.5,0,0,2.4,2024-10-03T20:30:00+00:00,PT30M
15,0.2,-10,0,0,0,0,21.2,5.7,0,0,0,0,11.5,0,54.4,867.2,0,0,2.4,2024-10-03T21:00:00+00:00,PT30M
